Timestamp,trade-volume
2020-10-12 00:00:00,60215827.8995
2020-10-13 00:00:00,166313556.27480003
2020-10-14 00:00:00,117568933.25919999
2020-10-15 00:00:00,93932070.9456
2020-10-16 00:00:00,111854678.0582
2020-10-17 00:00:00,109053461.5582
2020-10-18 00:00:00,34142836.4031
2020-10-19 00:00:00,29716243.876
2020-10-20 00:00:00,139587584.348
2020-10-21 00:00:00,167903083.01479998
2020-10-22 00:00:00,486931525.61759996
2020-10-23 00:00:00,234841376.76999998
2020-10-24 00:00:00,151273932.4116
2020-10-25 00:00:00,69928610.9054
2020-10-26 00:00:00,111062981.3517
2020-10-27 00:00:00,176006371.0356
2020-10-28 00:00:00,325461283.4025
2020-10-29 00:00:00,310741338.15
2020-10-30 00:00:00,228409072.2456
2020-10-31 00:00:00,265607933.7288
2020-11-01 00:00:00,194274881.2584
2020-11-02 00:00:00,81876480.6928
2020-11-03 00:00:00,202098850.1063
2020-11-04 00:00:00,213888432.2785
2020-11-05 00:00:00,303936796.2285
2020-11-06 00:00:00,575483038.2308999
2020-11-07 00:00:00,418654253.4993
2020-11-08 00:00:00,320513832.288
2020-11-09 00:00:00,168415197.354
2020-11-10 00:00:00,392305674.1401
2020-11-11 00:00:00,230269180.3512
2020-11-12 00:00:00,298105721.52049994
2020-11-13 00:00:00,478495947.4292
2020-11-14 00:00:00,264263990.3617
2020-11-15 00:00:00,163501040.4486
2020-11-16 00:00:00,97292561.7456
2020-11-17 00:00:00,293272996.4775
2020-11-18 00:00:00,424743957.97920007
2020-11-19 00:00:00,633847834.5785
2020-11-20 00:00:00,358043942.4177
2020-11-21 00:00:00,374130037.1055
2020-11-22 00:00:00,256287553.65
2020-11-23 00:00:00,276025442.5872
2020-11-24 00:00:00,344268444.6285
2020-11-25 00:00:00,523228040.5104
2020-11-26 00:00:00,357330319.00200003
2020-11-27 00:00:00,867494794.0976
2020-11-28 00:00:00,334361872.05259997
2020-11-29 00:00:00,203020072.4978
2020-11-30 00:00:00,192293943.96799996
2020-12-01 00:00:00,570429939.1842
2020-12-02 00:00:00,586228902.896
2020-12-03 00:00:00,311500178.6337
2020-12-04 00:00:00,269817738.8956
2020-12-05 00:00:00,278793731.2368
2020-12-06 00:00:00,114151706.81100002
2020-12-07 00:00:00,119935507.4742
2020-12-08 00:00:00,176619929.6967
2020-12-09 00:00:00,273878281.0107
2020-12-10 00:00:00,377966775.1915
2020-12-11 00:00:00,264270264.55839998
2020-12-12 00:00:00,291983141.38320005
2020-12-13 00:00:00,175018094.7288
2020-12-14 00:00:00,197236995.26399997
2020-12-15 00:00:00,156397143.1788
2020-12-16 00:00:00,288887515.235
2020-12-17 00:00:00,712598806.4956
2020-12-18 00:00:00,1177690832.1425998
2020-12-19 00:00:00,465956413.34580004
2020-12-20 00:00:00,428547892.6224
2020-12-21 00:00:00,301633611.35960007
2020-12-22 00:00:00,647260163.442
2020-12-23 00:00:00,433884278.63690007
2020-12-24 00:00:00,583254745.8283
2020-12-25 00:00:00,344759537.11370003
2020-12-26 00:00:00,375518728.1612
2020-12-27 00:00:00,530655727.47749996
2020-12-28 00:00:00,822241572.2106
2020-12-29 00:00:00,511058869.7897999
2020-12-30 00:00:00,584575020.2299
2020-12-31 00:00:00,751041810.9530001
2021-01-01 00:00:00,606524119.4576
2021-01-02 00:00:00,491258037.68749994
2021-01-03 00:00:00,1393906626.1097999
2021-01-04 00:00:00,975831414.561
2021-01-05 00:00:00,1432013252.8444002
2021-01-06 00:00:00,1026923831.7408
2021-01-07 00:00:00,1414154052.8992002
2021-01-08 00:00:00,1836614178.52
2021-01-09 00:00:00,1794260806.9199998
2021-01-10 00:00:00,711474842.7384001
2021-01-11 00:00:00,1415450812.9355998
2021-01-12 00:00:00,3039065355.8456006
2021-01-13 00:00:00,1344114134.9345999
2021-01-14 00:00:00,1209077691.9085999
2021-01-15 00:00:00,988940894.4948001
2021-01-16 00:00:00,1194986405.2812
2021-01-17 00:00:00,685084801.596
2021-01-18 00:00:00,650030053.9381001
2021-01-19 00:00:00,590495165.8249999
2021-01-20 00:00:00,579558848.8817999
2021-01-21 00:00:00,913461956.838
2021-01-22 00:00:00,1473827003.7816
2021-01-23 00:00:00,1271924926.152
2021-01-24 00:00:00,414697183.05480003
2021-01-25 00:00:00,362355621.4916
2021-01-26 00:00:00,724029496.8172
2021-01-27 00:00:00,782611741.174
2021-01-28 00:00:00,1231838586.1599
2021-01-29 00:00:00,1030518859.4481
2021-01-30 00:00:00,2130003472.9692001
2021-01-31 00:00:00,559013708.158
2021-02-01 00:00:00,358122291.45
2021-02-02 00:00:00,555827113.908
2021-02-03 00:00:00,598901450.2308002
2021-02-04 00:00:00,704292313.8375
2021-02-05 00:00:00,833075414.8451998
2021-02-06 00:00:00,464369301.493
2021-02-07 00:00:00,815234883.4812
2021-02-08 00:00:00,507510700.3529999
2021-02-09 00:00:00,1848583587.0119998
2021-02-10 00:00:00,1278680840.4312
2021-02-11 00:00:00,854939011.6974
2021-02-12 00:00:00,990292287.0491999
2021-02-13 00:00:00,689712445.314
2021-02-14 00:00:00,410208224.0802
2021-02-15 00:00:00,517594005.19490004
2021-02-16 00:00:00,708415696.938
2021-02-17 00:00:00,899200170.726
2021-02-18 00:00:00,1071500775.2992
2021-02-19 00:00:00,665321948.17
2021-02-20 00:00:00,1203321961.67
2021-02-21 00:00:00,737451802.1999999
2021-02-22 00:00:00,515842591.9302
2021-02-23 00:00:00,1925933019.174
2021-02-24 00:00:00,2125994179.9211
2021-02-25 00:00:00,1058762335.0275999
2021-02-26 00:00:00,915917915.7024
2021-02-27 00:00:00,1077018778.2680998
2021-02-28 00:00:00,399909227.55840003
2021-03-01 00:00:00,724061272.7104
2021-03-02 00:00:00,967845187.1567999
2021-03-03 00:00:00,645712708.9319999
2021-03-04 00:00:00,806146031.418
2021-03-05 00:00:00,781773549.7164001
2021-03-06 00:00:00,757198942.4943999
2021-03-07 00:00:00,314191307.884
2021-03-08 00:00:00,439137853.70299995
2021-03-09 00:00:00,593714545.9992
2021-03-10 00:00:00,757075750.3895999
2021-03-11 00:00:00,1017432150.9559002
2021-03-12 00:00:00,867544807.9200001
2021-03-13 00:00:00,701008587.7872
2021-03-14 00:00:00,988962162.2946001
2021-03-15 00:00:00,461229239.306
2021-03-16 00:00:00,1029700470.848
2021-03-17 00:00:00,933139262.0879998
2021-03-18 00:00:00,870414831.54
2021-03-19 00:00:00,769968936.616
2021-03-20 00:00:00,512236900.775
2021-03-21 00:00:00,388273949.242
2021-03-22 00:00:00,493777972.15409994
2021-03-23 00:00:00,818803864.2720001
2021-03-24 00:00:00,694554383.7493999
2021-03-25 00:00:00,930278334.3463001
2021-03-26 00:00:00,798490265.9184
2021-03-27 00:00:00,654657557.7619001
2021-03-28 00:00:00,417333164.98289996
2021-03-29 00:00:00,354789416.1339
2021-03-30 00:00:00,778905384.4239
2021-03-31 00:00:00,505528990.7958
2021-04-01 00:00:00,716750367.2175
2021-04-02 00:00:00,384195844.2432
2021-04-03 00:00:00,484719745.7236
2021-04-04 00:00:00,350520423.44759995
2021-04-05 00:00:00,244447137.70749998
2021-04-06 00:00:00,401549573.229
2021-04-07 00:00:00,389087525.5784
2021-04-08 00:00:00,756167636.0843999
2021-04-09 00:00:00,475807458.1388999
2021-04-10 00:00:00,407439694.0436
2021-04-11 00:00:00,689236659.54
2021-04-12 00:00:00,315279095.9451
2021-04-13 00:00:00,533381831.04499996
2021-04-14 00:00:00,932699539.664
2021-04-15 00:00:00,1004822805.7968
2021-04-16 00:00:00,480649145.05439997
2021-04-17 00:00:00,905029645.7906001
2021-04-18 00:00:00,444839749.04249996
2021-04-19 00:00:00,1795641744.0864
2021-04-20 00:00:00,829117286.5497999
2021-04-21 00:00:00,971129684.1243
2021-04-22 00:00:00,629420904.768
2021-04-23 00:00:00,1187405699.3865001
2021-04-24 00:00:00,1413848471.2289
2021-04-25 00:00:00,458274326.69310004
2021-04-26 00:00:00,576635611.2210001
2021-04-27 00:00:00,848207062.7712
2021-04-28 00:00:00,509014490.488
2021-04-29 00:00:00,563311741.806
2021-04-30 00:00:00,579652972.723
2021-05-01 00:00:00,683907404.46
2021-05-02 00:00:00,337492054.7
2021-05-03 00:00:00,286521388.9888
2021-05-04 00:00:00,571622384.9631
2021-05-05 00:00:00,836868262.6416
2021-05-06 00:00:00,775797222.5643001
2021-05-07 00:00:00,605987088.7744
2021-05-08 00:00:00,622419281.3629
2021-05-09 00:00:00,523002028.07149994
2021-05-10 00:00:00,534233808.3888
2021-05-11 00:00:00,903456808.965
2021-05-12 00:00:00,546570032.5
2021-05-13 00:00:00,928999961.1595999
2021-05-14 00:00:00,1528100267.3316
2021-05-15 00:00:00,573671658.7248
2021-05-16 00:00:00,536658388.23960006
2021-05-17 00:00:00,795540649.036
2021-05-18 00:00:00,1365356635.4928
2021-05-19 00:00:00,776420981.7175001
2021-05-20 00:00:00,3192479060.6673994
2021-05-21 00:00:00,1507671102.5376
2021-05-22 00:00:00,1438210289.5839999
2021-05-23 00:00:00,666031627.835
2021-05-24 00:00:00,1106858419.3752
2021-05-25 00:00:00,1032788864.5364999
2021-05-26 00:00:00,719154798.135
2021-05-27 00:00:00,676198904.1984
2021-05-28 00:00:00,489470054.16400003
2021-05-29 00:00:00,694420431.1602
2021-05-30 00:00:00,458364767.20769995
2021-05-31 00:00:00,329083645.82589996
2021-06-01 00:00:00,481997703.41160005
2021-06-02 00:00:00,465003628.5384
2021-06-03 00:00:00,472220579.50759995
2021-06-04 00:00:00,439066611.0446
2021-06-05 00:00:00,501492074.2641
2021-06-06 00:00:00,437701948.95419997
2021-06-07 00:00:00,244244789.69799998
2021-06-08 00:00:00,468061636.29730004
2021-06-09 00:00:00,898174396.709
2021-06-10 00:00:00,839878615.0992
2021-06-11 00:00:00,619830807.6814001
2021-06-12 00:00:00,418192315.5634
2021-06-13 00:00:00,400987660.045
2021-06-14 00:00:00,496421300.4036
2021-06-15 00:00:00,773480687.154
2021-06-16 00:00:00,563639731.3728
2021-06-17 00:00:00,527484731.4937
2021-06-18 00:00:00,473543196.0956
2021-06-19 00:00:00,492347272.54859996
2021-06-20 00:00:00,344470416.4143
2021-06-21 00:00:00,467990640.9804999
2021-06-22 00:00:00,881732120.885
2021-06-23 00:00:00,1181870044.7323
2021-06-24 00:00:00,567894517.4390001
2021-06-25 00:00:00,346763748.57839996
2021-06-26 00:00:00,487441486.4364
2021-06-27 00:00:00,383763274.666
2021-06-28 00:00:00,356498319.39
2021-06-29 00:00:00,355900532.4631
2021-06-30 00:00:00,385135142.10499996
2021-07-01 00:00:00,406967841.47840005
2021-07-02 00:00:00,324116506.02239996
2021-07-03 00:00:00,217066486.518
2021-07-04 00:00:00,169572916.05240002
2021-07-05 00:00:00,130884160.14700001
2021-07-06 00:00:00,262649988.6393
2021-07-07 00:00:00,258109070.2662
2021-07-08 00:00:00,205349507.1168
2021-07-09 00:00:00,358897369.3643
2021-07-10 00:00:00,195359782.66919997
2021-07-11 00:00:00,179503024.96170002
2021-07-12 00:00:00,135783786.0912
2021-07-13 00:00:00,192174937.9425
2021-07-14 00:00:00,196978689.6624
2021-07-15 00:00:00,250745294.95470002
2021-07-16 00:00:00,242886859.8507
2021-07-17 00:00:00,223188595.08749998
2021-07-18 00:00:00,153024608.92839998
2021-07-19 00:00:00,119375610.091
2021-07-20 00:00:00,227653989.38759997
2021-07-21 00:00:00,334239343.1424
2021-07-22 00:00:00,446695087.8546
2021-07-23 00:00:00,205069638.9348
2021-07-24 00:00:00,190920633.5901
2021-07-25 00:00:00,149062681.60979998
2021-07-26 00:00:00,213671233.62
2021-07-27 00:00:00,985237333.6841999
2021-07-28 00:00:00,636929009.4564999
2021-07-29 00:00:00,648707028.1244999
2021-07-30 00:00:00,291830057.3931
2021-07-31 00:00:00,484267642.4135
2021-08-01 00:00:00,231216114.81199998
2021-08-02 00:00:00,273365143.663
2021-08-03 00:00:00,304362108.8276
2021-08-04 00:00:00,357077322.26
2021-08-05 00:00:00,381430418.398
2021-08-06 00:00:00,589529886.96
2021-08-07 00:00:00,458571279.1505
2021-08-08 00:00:00,577948603.0353999
2021-08-09 00:00:00,424351428.9948
2021-08-10 00:00:00,673221003.7886
